Business address,Industry (ANZSIC4) description,Industry Category,Seating type,Trading name,Latitude,Longitude
101 Little Collins Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Ingresso cafe,-37.813639308,144.970686322
101 Little Collins Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Ingresso Cafe,-37.813639308,144.970686322
7 Benson Walk MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,People's Coffee,-37.813639308,144.970686322
"Shop 4, 80 Collins Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,The Coffee Commission,-37.813639308,144.970686322
338-352 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kenzan@GPO,-37.813604858,144.963298032
352 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cacao,-37.813603511,144.963288598
352 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cacao Pty Ltd,-37.813603511,144.963288598
390 Little Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Area 4,-37.813598169,144.961073456
390 Little Bourke Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Delicious world,-37.813598169,144.961073456
390 Little Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Little B,-37.813598169,144.961073456
"Shop 3, Ground , 221 Queen Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Nourish Salads,-37.813560086,144.959761286
"Shop 4, Ground , 221-231 Queen Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Pats On Queen Pty Ltd,-37.813560086,144.959761286
"Shop 5, Ground , 221 Queen Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,The Cheese Shop - Xpress,-37.813560086,144.959761286
"Shop 4, Ground , 221 Queen Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Fresh Sushi,-37.813558725,144.959751821
"Shop 5, Ground , 221 Queen Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,The Cheese Shop,-37.813558725,144.959751821
380 Little Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Saquella Caffe,-37.813544876,144.961337526
213 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Tropicana Juice/ Food Bar,-37.813541607,144.962557349
"Shop 3, 280 King Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Saucy Satay,-37.813498911,144.954824201
"Part Ground , 233 William Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Marios On The Wheels,-37.813493716,144.956784586
"Shop , 10B Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kim's Healeys Village,-37.813462610,144.956001580
"Shop , 10C Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sarnies,-37.813462610,144.956001580
"Ground , 36 Star Circus DOCKLANDS 3008",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Rainbows Icecream Parlour,-37.813379633,144.937851219
"Ground , 36-5 Star Circus DOCKLANDS 3008",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Movenpick Icecream Waterfront City,-37.813379633,144.937851219
"Ground , 7-37 Star Crescent DOCKLANDS 3008",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Burger Monster,-37.813379633,144.937851219
"Shop 1, Ground , 20 Collins Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Engel's Sandwich Bar & Delicatessen,-37.813306247,144.972901538
"Shop 1, Ground , 20 Collins Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Engel's Espresso,-37.813304919,144.972892154
"Shop 7, 551-555 Little Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Shop 7 Espresso,-37.813295621,144.955565078
"Shop 7, 551-555 Little Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Gavel & Bean,-37.813295621,144.955565078
"Shop 7, 551-555 Little Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Real Kebab,-37.813295621,144.955565078
"Shop 7, 551-555 Little Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Real Kebabs,-37.813295621,144.955565078
Shop G05 8 Star Circus DOCKLANDS VIC 3008,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Lord Of The Fries Docklands,-37.813287516,144.937998366
215 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Snow Hut,-37.813280133,144.967298536
"Ground , 533 Little Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Marble Fox,-37.813228131,144.956310210
342 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Caffe Zoom,-37.813214735,144.962292163
344 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,The Sparta Bar,-37.813214735,144.962292163
344 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Viva Juice,-37.813214735,144.962292163
346 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Macchiato on Little Bourke,-37.813214735,144.962292163
344 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Hana's Kitchen,-37.813213382,144.962282719
Part 231 Elizabeth Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Luis BBQ & Pizza,-37.813213382,144.962282719
Part 231-233 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Ace Poke,-37.813213382,144.962282719
"Part Ground , 231 Elizabeth Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Mai's Bakery,-37.813213382,144.962282720
"Shop 2, 61 Little Collins Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Empire Steak,-37.813140873,144.971692088
143 Russell Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,O Sushi,-37.813110868,144.967977507
143A Russell Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,My Modern Fresh Tea & Yogurt,-37.813109533,144.967968105
"Ground , 474 Little Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Shalom Indonesian Restaurant,-37.813017693,144.955422215
"Ground , 474 Little Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kouko's,-37.813016312,144.955412711
261 William Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Mayas Kitchen,-37.812996885,144.956625708
"Shop 2, Ground 359 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Che Desserts Australia,-37.812751600,144.961875679
"Shop 15, 236 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Oishii Sushi,-37.812737039,144.966287553
"Shop 16, 236 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Health Conscious,-37.812737039,144.966287553
"Shop 16, 236 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Muffin Break,-37.812737039,144.966287553
"Shop 6, 236 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Shark Fin BBQ,-37.812737039,144.966287553
Part 222 Bourke Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,The Alley Lujiaoxiang,-37.812735699,144.966278142
"Shop 5, 236 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Jom corner,-37.812735699,144.966278142
"Shop 41, 222-260 Elizabeth Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Curry Bowl,-37.812701590,144.962898291
1-260 Elizabeth Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cacao Lab,-37.812700236,144.962888851
13 Spring Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Krush,-37.812600967,144.973191743
"Part Ground , 277 William Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kings and Knaves Espresso,-37.812520598,144.956361467
"Kiosk , Level 1, 168-174 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Tea PO Cafe,-37.812512560,144.968247719
"Shop 352, 287 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,ES Teler 77,-37.812484699,144.963662797
"Shop 353, 287 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Bombay Duck,-37.812484699,144.963662797
Gnd & Bmt 164 Bourke Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Mr Crackles,-37.812472840,144.968385894
287 Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Botica,-37.812470350,144.963928937
287 Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Little Sparrow Melbourne,-37.812470350,144.963928937
Kiosk 06 287 Lonsdale Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Little Sparrow Emporium,-37.812470350,144.963928937
"Shop 321, 287 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Spudbar,-37.812470350,144.963928937
"Shop 321, 287 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Spudbar Emporium,-37.812470350,144.963928937
"Shop 327, 287 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Bar Napoli,-37.812470350,144.963928937
"Shop 344, 287 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,T Mix,-37.812470350,144.963928937
"Shop 353, 287 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Bombay Bar,-37.812470350,144.963928937
"Shop 356, 287-321 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sushi Hon,-37.812470350,144.963928937
"Shop 358, 287 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Earl Canteen,-37.812470350,144.963928937
Shop LG32 287 Lonsdale Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Machi Machi Emporium,-37.812470350,144.963928937
163 Russell Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Delicious Asian Cuisine,-37.812466283,144.967647289
"Shop 18, 194-200 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Two Peck Crispy Chicken,-37.812419040,144.967268964
"Shop 21, 194-200 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Heart Of Tea,-37.812419040,144.967268964
"Shop 21, 194-200 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Tiger Tea,-37.812419040,144.967268964
"Shop 1, Basement 1, 398 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Simply Fresh Food Company,-37.812409927,144.960540191
"Shop 4, 111 Hardware Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Alien & Coco,-37.812408564,144.960530731
"Part Ground , 136 Exhibition Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Toby's Espresso Bar,-37.812402426,144.971107258
Part Ground 136 Exhibition Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Back Velvet Coffee,-37.812402425,144.971107258
Part Ground 136 Exhibition Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,BLACK VELVET COFFEE PTY LTD,-37.812402425,144.971107258
"Unit 1, Part Ground , 388 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Souperman Cafe,-37.812370697,144.960803814
146 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cafe One 4 Six,-37.812235706,144.970910791
146 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cafe Vienna,-37.812235706,144.970910791
150 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Froot Loop Juice Co,-37.812235706,144.970910791
146 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,More Than Fresh,-37.812233947,144.970902841
150 Exhibition Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Panini Bar,-37.812233947,144.970902841
"Shop 3,  Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Mills Bricks,-37.812060402,144.964316758
"Shop 7, 269-273 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,St Jerome's,-37.812060402,144.964316758
369 Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Little Lonsdale Deli,-37.812017694,144.961126253
"Shop 3, Part 180 Russell Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Just Make Espresso Tea,-37.811993280,144.968139367
"Shop 3, Part 180 Russell Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Greening,-37.811993280,144.968139367
"Shop 3, Part 180 Russell Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Greening Cafe,-37.811993280,144.968139367
"Shop 3, 391 Little Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Ralz Catering,-37.811875413,144.960350767
"Shop 11, LwrGround , 108 Bourke Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,D'Marcos  Espresso Bar,-37.811728137,144.969770284
"Shop 11, LwrGround 108 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,D MARCOS ESPRESSO BAR,-37.811726796,144.969760885
14-22 Heffernan Lane MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Yang Guang Cafe,-37.811699453,144.966798704
373 King Street WEST MELBOURNE 3003,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Rice Too Asian Cuisine,-37.811662915,144.953251584
373-379 King Street WEST MELBOURNE 3003,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Rice Too,-37.811662915,144.953251585
320 Little Lonsdale Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Overlay Coffee,-37.811582372,144.960280664
323-0 Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Little Swanston China Express,-37.811578009,144.962612870
"Shop 4, 272-282 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Blackball Lonsdale,-37.811529165,144.963996397
262 Lonsdale Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Fabian,-37.811431833,144.964358851
262 Swanston Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,L+ Nic,-37.811431833,144.964358851
18 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Parliament Kebabs,-37.811288598,144.972371775
16 Bourke Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Jaipur Curry Bar,-37.811277770,144.972413122
12-20 Sutherland Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Shortstop Coffee & Donuts,-37.811275396,144.960937945
288 Sutherland Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Somethin Fishy / 3 Munchies,-37.811275396,144.960937945
288-11 Sutherland Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Somethin Fishy,-37.811275396,144.960937945
"Ground , 333 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Badger Vs Hawk,-37.811069759,144.959644743
Ground 333 La Trobe Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sam Spade,-37.811069759,144.959644743
"Ground , 166 Clarendon Street EAST MELBOURNE 3002",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Freemasons Hospital Kiosk,-37.811067323,144.984096736
305-307 Swanston Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Swanston Street BBQ,-37.811019950,144.964176340
"Part Ground 0, 305-307 Swanston Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Oshi Sushi,-37.811019950,144.964176340
12 Drewery Lane MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Little Rogue,-37.810968259,144.964146734
"Shop 2, 128-130 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Oritea,-37.810927165,144.968514809
"Shop 2, 128-130 Lonsdale Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sintote Cafe Juice Bar,-37.810927164,144.968514809
"Part Ground , 380-392 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Cafe Nostimo,-37.810913976,144.958060180
"Kiosk 1, Level 2, 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Top Juice,-37.810903110,144.962848315
"Kiosk 2, Ground , 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Un Caffe Bar Melbourne Central,-37.810903110,144.962848315
"Shop 146, Level 1, 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Menya,-37.810903110,144.962848315
"Shop 147, Level 1, 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Torts Famous,-37.810903110,144.962848315
"Shop 6, LwrGround , 300-265 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Yoyogi,-37.810903110,144.962848315
"Shop 70, LwrGround , 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Michel's Patisserie Melbourne Central,-37.810903110,144.962848315
"Kiosk 10, Ground 300 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Urban Fox,-37.810901747,144.962838871
"Shop 10, Ground , 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,365 Food Store & Raw Taste Project,-37.810901747,144.962838871
"Shop 146, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Old shanghai,-37.810901747,144.962838871
"Shop 146, Level 1, 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Lord of the Fries Melbourne Central,-37.810901747,144.962838871
"Shop 146, Level 1, 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Menya Ramen,-37.810901747,144.962838871
"Shop 152, Level 1, 211 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Chatime (Lvl 1),-37.810901747,144.962838871
"Shop 18, LwrGround , 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sushi Sushi Central,-37.810901747,144.962838871
"Shop 18, LwrGround 300 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,SUSHI HUB,-37.810901747,144.962838871
"Shop 20, LwrGround , 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Uncle Tetsu,-37.810901747,144.962838871
"Shop 264, Level 2, 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Schnitz Melbourne Central,-37.810901747,144.962838871
"Shop 265, Level 2, 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Soul Origin,-37.810901747,144.962838871
"Shop 73, Ground 300 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Reverie Cafe,-37.810901747,144.962838871
"Shop 7C, LwrGround 300 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kolkata Kati,-37.810901747,144.962838871
"Shop 146, Level 1, 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Lord Of The Fries Melbourne Central,-37.810901747,144.962838871
"Shop 146, Level 1, 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Lord Of The Fries Melbourne Central Pty Ltd,-37.810901747,144.962838871
"Shop 151, Level 1, 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Snag Stand,-37.810901747,144.962838871
"Shop 18, LwrGround , 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sushi Sushi (B1),-37.810901747,144.962838871
"Shop 18, LwrGround , 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sushi Sushi Fish Deli,-37.810901747,144.962838871
"Shop 265, Level 2, 300-265 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Vita Patisserie,-37.810901747,144.962838871
"Shop 4, LwrGround , 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Gloria Jeans (B1),-37.810901747,144.962838871
"Shop 17, LwrGround , 300 La Trobe Street MELBOURNE 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,hungry Jacks,-37.810901747,144.962838871
313-315 Swanston Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Ruby Orange,-37.810886708,144.964114794
"Tenancy 80, Ground 360 Elizabeth Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sam Sam MC,-37.810874128,144.962068452
"Tenancy 81, Ground 360 Elizabeth Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Son In Law The Pad,-37.810874128,144.962068452
"Tenancy 82, Ground 360 Elizabeth Street MELBOURNE VIC 3000",Takeaway Food Services,Takeaway Food Services,Seats - Indoor,CDMX,-37.810874128,144.962068452
147 Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Nishiki Healthy Hut,-37.810815748,144.968161959
147 Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sushi Gotcha,-37.810815748,144.968161959
145 Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Xian Cuisine,-37.810814398,144.968152551
147 Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Jang Go Mama,-37.810814398,144.968152551
265 Little Lonsdale Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Yi Fang,-37.810765811,144.964049206
265 Swanston Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Five Plus Green Smoothie,-37.810765811,144.964049206
265 Swanston Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,One Zo,-37.810765811,144.964049206
265-323 Swanston Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Five & Plus,-37.810765811,144.964049206
319 Swanston Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Mr Kitchen,-37.810765811,144.964049206
323 Swanston Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,China Express,-37.810765086,144.964057670
323 Swanston Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,New Swanston China Express,-37.810765086,144.964057670
Part Ground 123 Lonsdale Street MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Pho Nung,-37.810717370,144.968675323
14-18 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Mike's Mediterranean,-37.810679974,144.965734475
2-6 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,RJ's,-37.810679974,144.965734475
28-32 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Expresso Bagels,-37.810679974,144.965734475
8 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Tempting Pizza & Pasta,-37.810679974,144.965734475
13-15 QV Square MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,HANAICHI QV,-37.810678617,144.965725053
14-18 QV Urban Market MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Mumuyo QV,-37.810678617,144.965725053
23 Red Cape Lane MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Llaollao Natural Frozen Yogurt,-37.810678617,144.965725053
28-32 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Hangar Cafe QV,-37.810678617,144.965725053
28-32 QV Urban Market MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Chunkytown QV,-37.810678617,144.965725053
8-12 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Yokozuna Express,-37.810678617,144.965725053
8-12 QV Urban Market MELBOURNE VIC 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Mr Teriyaki,-37.810678617,144.965725053
2-6 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,RJ's Sandwich Works,-37.810678617,144.965725053
27 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Sun Asia,-37.810678617,144.965725053
14-18 Little Lonsdale Street MELBOURNE 3000,Takeaway Food Services,Takeaway Food Services,Seats - Indoor,Kamil's Kebabs,-37.810678617,144.965725053
